100 4
1 1 2.614630562975624
1 2 -1.206853247038888
1 3 1.4512482203555142
1 4 -1.8862605279410678
2 1 -2.897468122198363
2 2 -2.6885112317320763
2 3 3.971491396648513
2 4 3.229469451200581
3 1 -0.6535761792245423
3 2 6.885799640056947
3 3 -3.95669983856507
3 4 -2.643950669021775
4 1 4.563597961082388
4 2 -1.8211585235965915
4 3 -2.9763864645595453
4 4 2.5938798561342185
1 5 0.12863942004287135
2 6 0.19319520507919144
3 7 0.10768811896880785
4 8 0.09653279219873719
5 5 -3.203902038637203
5 6 -0.23775980713710718
5 7 -1.7770247005306359
5 8 5.8831203555421405
6 5 -1.4155410493014802
6 6 4.111632823596381
6 7 -3.312718036768919
6 8 0.6433508244910134
7 5 5.420224524838207
7 6 -0.5073268176319501
7 7 -1.5008750599042955
7 8 -3.7430697590599262
8 5 0.25809570027030987
8 6 -0.44507741070085
8 7 5.941277448838593
8 8 -2.4797946491042553
5 9 0.1810527865917352
6 10 0.008966374061197201
7 11 0.25731700902084914
8 12 0.2729751188186795
5 3 0.28258748774022263
5 4 0.18782112264291198
6 3 0.05686722632493317
6 4 0.14623246928669634
7 3 0.11252986732199967
7 4 0.26549600943594914
8 3 0.05033371647314042
8 4 0.27692446184051905
9 9 -0.3421134507456367
9 10 -3.374880160557354
9 11 4.87027580612312
9 12 -1.4462514350536781
10 9 -2.004205115374629
10 10 4.528184264680446
10 11 -0.6079951967017778
10 12 -0.9673953916559229
11 9 -3.1322476741714484
11 10 1.1546425651199135
11 11 -1.1841745097560479
11 12 3.3921841480558794
12 9 8.058316316272547
12 10 -2.846786622360066
12 11 -2.3029501824742273
12 12 0.6763998717193174
9 13 0.20595979003284023
10 14 0.09443299936213438
11 15 0.055033225699242516
12 16 0.06260908004381494
9 7 0.24904772238589382
9 8 0.07709197262838301
10 7 0.18995038287757204
10 8 0.16462324559336663
11 7 0.1520464633609906
11 8 0.07923626703403172
12 7 0.15098581720891427
12 8 0.013436637192315271
13 13 -4.893251232268372
13 14 4.856039323797335
13 15 2.174061095875847
13 16 -2.141000152974185
14 13 1.5549147185528889
14 14 -3.7277042883416693
14 15 1.2439796337541584
14 16 3.4357984413658706
15 13 2.79165961235574
15 14 -0.32183380321498595
15 15 1.7805071837850381
15 16 -2.684811454500071
16 13 -2.302551035337171
